17035,..Cumberland County,"11,048"
17037,..DeKalb County,"105,160"
17039,..De Witt County,"16,561"
17041,..Douglas County,"19,980"
17043,..DuPage County,"916,924"
17045,..Edgar County,"18,576"
17047,..Edwards County,"6,721"
17049,..Effingham County,"34,242"
17051,..Fayette County,"22,140"
17053,..Ford County,"14,081"
17055,..Franklin County,"39,556"
17057,..Fulton County,"37,069"
17059,..Gallatin County,"5,589"
17061,..Greene County,"13,886"
17063,..Grundy County,"50,063"
17065,..Hamilton County,"8,457"
17067,..Hancock County,"19,104"
17069,..Hardin County,"4,320"
17071,..Henderson County,"7,331"
17073,..Henry County,"50,486"
17075,..Iroquois County,"29,718"
17077,..Jackson County,"60,218"
17079,..Jasper County,"9,698"
17081,..Jefferson County,"38,827"
17083,..Jersey County,"22,985"
17085,..Jo Daviess County,"22,677"
17087,..Johnson County,"12,582"
17089,..Kane County,"515,269"
17091,..Kankakee County,"113,449"
17093,..Kendall County,"114,736"
17095,..Knox County,"52,919"
17097,..Lake County,"703,462"
17099,..LaSalle County,"113,924"
17101,..Lawrence County,"16,833"
17103,..Lee County,"36,031"
17105,..Livingston County,"38,950"
17107,..Logan County,"30,305"
17109,..McDonough County,"32,612"
17111,..McHenry County,"308,760"
17113,..McLean County,"169,572"
17115,..Macon County,"110,768"
17117,..Macoupin County,"47,765"
17119,..Madison County,"269,282"
17121,..Marion County,"39,437"
17123,..Marshall County,"12,640"
17125,..Mason County,"14,666"
17127,..Massac County,"15,429"
17129,..Menard County,"12,705"
17131,..Mercer County,"16,434"
17133,..Monroe County,"32,957"
17135,..Montgomery County,"30,104"
17137,..Morgan County,"35,547"
17139,..Moultrie County,"14,846"
17141,..Ogle County,"53,497"
17143,..Peoria County,"186,494"
17145,..Perry County,"22,350"
17147,..Piatt County,"16,729"
17149,..Pike County,"16,430"
17151,..Pope County,"4,470"
17153,..Pulaski County,"6,161"
17155,..Putnam County,"6,006"
17157,..Randolph County,"33,476"
